Ticker,Date,High,Low,Close,Volume
VALE3,2023-10-27 00:00:00-03:00,67.76000213623047,64.70999908447266,67.56999969482422,47989100
VALE3,2023-10-30 00:00:00-03:00,68.88999938964844,68.04000091552734,68.18000030517578,26604100
VALE3,2023-10-31 00:00:00-03:00,69.23999786376953,67.56999969482422,69.0,20961400
VALE3,2023-11-01 00:00:00-03:00,70.69999694824219,69.25,70.31999969482422,31543500
VALE3,2023-11-03 00:00:00-03:00,71.61000061035156,70.93000030517578,71.19999694824219,28599600
VALE3,2023-11-06 00:00:00-03:00,71.80000305175781,71.19999694824219,71.5,19096300
VALE3,2023-11-07 00:00:00-03:00,71.0999984741211,69.23999786376953,70.08000183105469,37073000
VALE3,2023-11-08 00:00:00-03:00,70.86000061035156,69.81999969482422,70.12999725341797,21047900
VALE3,2023-11-09 00:00:00-03:00,71.13999938964844,70.22000122070312,70.47000122070312,16542700
VALE3,2023-11-10 00:00:00-03:00,71.7300033569336,70.9000015258789,71.55000305175781,22200500
