Ticker,Date,High,Low,Close,Volume
PETR3,2023-10-27 00:00:00-03:00,39.630001068115234,38.130001068115234,38.47999954223633,13358800
PETR3,2023-10-30 00:00:00-03:00,38.869998931884766,37.83000183105469,38.16999816894531,8454300
PETR3,2023-10-31 00:00:00-03:00,38.2400016784668,37.43000030517578,37.84000015258789,6514700
PETR3,2023-11-01 00:00:00-03:00,38.72999954223633,37.900001525878906,38.279998779296875,13428200
PETR3,2023-11-03 00:00:00-03:00,38.9900016784668,38.04999923706055,38.599998474121094,9668700
PETR3,2023-11-06 00:00:00-03:00,39.16999816894531,38.43000030517578,38.5,10596200
PETR3,2023-11-07 00:00:00-03:00,38.380001068115234,37.33000183105469,37.650001525878906,15189300
PETR3,2023-11-08 00:00:00-03:00,37.47999954223633,36.47999954223633,36.7599983215332,11870400
PETR3,2023-11-09 00:00:00-03:00,37.810001373291016,36.959999084472656,37.540000915527344,14926800
PETR3,2023-11-10 00:00:00-03:00,37.75,37.189998626708984,37.41999816894531,6068100
