Ticker,Date,High,Low,Close,Volume
ITUB4,2023-10-27 00:00:00-03:00,27.881639459368877,27.172107604156924,27.282033920288086,30176000
ITUB4,2023-10-30 00:00:00-03:00,27.47190960692619,26.972238638653046,27.062179565429688,15110200
ITUB4,2023-10-31 00:00:00-03:00,27.16211277966097,26.642454541225902,26.802349090576172,25392800
ITUB4,2023-11-01 00:00:00-03:00,27.34000015258789,26.860000610351562,27.18000030517578,26217000
ITUB4,2023-11-03 00:00:00-03:00,28.110000610351562,27.549999237060547,27.93000030517578,35317500
ITUB4,2023-11-06 00:00:00-03:00,28.219999313354492,27.8799991607666,28.190000534057617,18023400
ITUB4,2023-11-07 00:00:00-03:00,29.18000030517578,27.950000762939453,28.979999542236328,60774300
ITUB4,2023-11-08 00:00:00-03:00,29.229999542236328,28.780000686645508,29.110000610351562,23697200
ITUB4,2023-11-09 00:00:00-03:00,29.43000030517578,28.780000686645508,29.239999771118164,25831200
ITUB4,2023-11-10 00:00:00-03:00,29.8700008392334,29.270000457763672,29.59000015258789,24499000
